Store_dma_id,store_number,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,subtotal_amount_USD,total_tax_USD,total_discount_USD,Tip_USD
541,18,17.6,45.217,25.883,Android,Delivery,33.56,1.6,6.97,4.29
541,18,11.55,,20.933,Android,Delivery,29.68,1.6,3.1,0
541,5166,7.583,24.3,17.35,Android,Delivery,63.19,3.79,0,11.74
541,5166,17.317,35.867,25.517,Android,Delivery,32.97,1.98,0,0
541,88,1.583,24.317,8.933,Android,Delivery,37.57,2.01,4.1,6.52
541,5166,1.267,25.85,10.1,Android,Delivery,23.78,1.18,4.1,3.86
541,88,103.667,,116.517,Grubhub,Delivery,45.76,0,0,0
541,88,64.067,,76.433,Grubhub,Delivery,12.27,0,0,0
541,18,53.867,,61.167,Grubhub,Delivery,12.49,0,0,0
541,18,84.7,,94,Grubhub,Delivery,32.17,0,0,0
541,5166,11.583,,23.667,Grubhub,Delivery,14.78,0,0,0
541,18,80.467,,91.95,DoorDash,Delivery,40.25,0,0,0
541,88,109.567,,117.383,DoorDash,Delivery,14.78,0,0,0
541,5166,93.367,,103.55,DoorDash,Delivery,34.67,0,0,0
541,18,93.267,,107.2,DoorDash,Delivery,18.25,0,0,0
541,5166,1.35,,14.517,DoorDash,Delivery,14.09,0,0,0
541,18,2.067,,10.833,DoorDash,Delivery,23.16,0,0,0
541,18,101.15,,107.85,DoorDash,Delivery,17.49,0,0,0
541,18,21.633,,29.283,DoorDash,Delivery,14.97,0,0,0
541,88,103.4,,116.25,DoorDash,Delivery,19.38,0,0,0
541,5166,68.917,,81.333,DoorDash,Delivery,18.99,0,0,0
541,18,40.367,,47.383,DoorDash,Delivery,13.37,0,0,0
541,88,23.5,,30.217,DoorDash,Delivery,27.87,0,0,0
541,88,9.05,,16.15,DoorDash,Delivery,29.77,0,0,0
541,88,78.35,,86.617,DoorDash,Delivery,11.98,0,0,0
541,88,29.683,,38.017,DoorDash,Delivery,31.41,0,0,0
541,5166,119.667,,130.233,DoorDash,Delivery,34.67,0,0,0
541,18,70.417,,78.017,DoorDash,Delivery,8.99,0,0,0
541,5166,56.683,,66.917,DoorDash,Delivery,17.08,0,0,0
541,88,19.983,,27.283,DoorDash,Delivery,8.29,0,0,0
541,5166,35.5,,44.633,DoorDash,Delivery,17.09,0,0,0
541,18,64.45,,73.15,DoorDash,Delivery,8.99,0,0,0
541,88,53.05,,64.9,DoorDash,Delivery,17.09,0,0,0
541,18,41.183,,49.25,DoorDash,Delivery,16.45,0,0,0
541,5166,10.217,,19.983,DoorDash,Delivery,21.89,0,0,0
541,18,77.5,,87.733,DoorDash,Delivery,23.98,0,0,0
541,18,35.433,,43.85,DoorDash,Delivery,24.58,0,0,0
541,18,65.967,,74.283,DoorDash,Delivery,17.09,0,0,0
541,18,38.233,,47.85,DoorDash,Delivery,40.55,0,0,0
541,18,2.767,,12.167,DoorDash,Delivery,20.99,0,0,0
541,88,175.183,,182.5,DoorDash,Delivery,26.98,0,0,0
541,18,111.717,,118.317,DoorDash,Delivery,12.98,0,0,0
541,18,77.7,,85.333,DoorDash,Delivery,17.75,0,0,0
541,18,41.083,,48.967,DoorDash,Delivery,13.96,0,0,0
541,18,85.817,,93.517,DoorDash,Delivery,10.98,0,0,0
541,5166,9.883,,21.867,DoorDash,Delivery,33.38,0,0,0
541,18,109,,117.9,DoorDash,Delivery,28.48,0,0,0
541,18,4.517,,14.383,DoorDash,Delivery,28.08,0,0,0
541,18,31.067,,40.017,DoorDash,Delivery,21.26,0,0,0
541,18,41.3,,49.917,DoorDash,Delivery,15.27,0,0,0
541,18,67.55,,75.15,DoorDash,Delivery,8.99,0,0,0
541,5166,9.8,,23.533,DoorDash,Delivery,30.54,0,0,0
541,18,34.3,,42.867,DoorDash,Delivery,11.09,0,0,0
541,88,277.633,,288.717,DoorDash,Delivery,52.35,0,0,0
541,88,112.367,,119.283,DoorDash,Delivery,17.17,0,0,0
541,88,183.1,,191.083,DoorDash,Delivery,10.38,0,0,0
541,18,54.083,,62.183,DoorDash,Delivery,7.49,0,0,0
541,18,32.383,,39.667,DoorDash,Delivery,15.67,0,0,0
541,5166,31.567,,43.517,DoorDash,Delivery,28.48,0,0,0
541,88,72.433,,84.867,DoorDash,Delivery,41.94,0,0,0
541,88,110.617,,124.417,DoorDash,Delivery,33.95,0,0,0
541,18,23.717,,31.533,DoorDash,Delivery,12.27,0,0,0
541,88,124.617,,133.95,DoorDash,Delivery,13.88,0,0,0
541,88,202.883,,211.317,DoorDash,Delivery,21.48,0,0,0
541,18,11.483,,18.333,PapaCall,Carryout,14.09,0.85,0,0
541,18,7.9,,17.2,PapaCall,Carryout,17.09,0.78,4.1,0
541,18,65.683,,74.25,PapaCall,Carryout,18.27,1.1,0,0
541,5166,0,,13.983,PapaCall,Carryout,14.09,0.48,6.1,0
541,5166,12.133,,23.783,PapaCall,Carryout,25.38,1.52,0,0
541,18,11.783,,23.55,PapaCall,Carryout,140.43,7.19,20.49,19.06
541,5166,1.667,,15.833,PapaCall,Carryout,29.97,1.44,6,0
541,5166,14.767,,23.567,PapaCall,Carryout,19.08,0.9,4.1,1.58
541,5166,12.35,,21.05,PapaCall,Carryout,28.18,0.96,12.2,0
541,5166,0.833,,17.45,PapaCall,Carryout,18.29,0.9,3.3,2
541,88,3.5,,11.1,PapaCall,Carryout,21.77,1.01,5.01,0
541,18,7.917,,16.1,PapaCall,Carryout,11.09,0.67,0,0
541,18,1.017,,8.617,PapaCall,Carryout,6.99,0.42,0,0
541,18,8.7,,18.767,PapaCall,Carryout,18.29,1.1,0,0
541,18,82.75,,96.733,PapaCall,Carryout,38.07,2.28,0,4.03
541,5166,6.433,,16.267,PapaCall,Carryout,12.48,0.72,0.5,1.9
541,5166,2.9,38.25,19.05,PapaCall,Delivery,115.39,6.92,0,25
541,5166,3.133,35.417,18.45,PapaCall,Delivery,34.57,2.07,0,2
541,5166,7.667,31.633,15.983,PapaCall,Delivery,19.48,1.17,0,5
541,5166,7.283,34.417,21.683,PapaCall,Delivery,42.53,2.55,0,4.51
541,5166,0.517,32.167,22.65,PapaCall,Delivery,107.03,5.13,21.6,9.06
541,18,3.417,32.1,10.717,PapaCall,Delivery,28.17,1.69,0,6
541,5166,3.633,17.417,12.933,PapaCall,Delivery,36.32,1.91,4.48,0
541,5166,14.233,28.8,24.617,PapaCall,Delivery,29.96,1.8,0,6.35
541,5166,0.7,19.817,14.283,PapaCall,Delivery,36.44,2.13,1,0
541,18,3.767,23.017,13.483,PapaCall,Delivery,28.96,1.62,2,5
541,18,3,21.9,12.483,PapaCall,Delivery,22.88,1.19,3.1,0
541,18,27.717,43.2,37.267,PapaCall,Delivery,22.08,1.08,4.1,0
541,18,2.567,,10.067,PapaCall,Delivery,20.67,1.24,0,3
541,18,1.333,31.067,18.3,PapaCall,Delivery,98.1,4.86,17.17,5
541,18,0.583,14.95,10.35,PapaCall,Delivery,25.77,1.54,-0.01,0
541,18,6.967,30.6,15.917,PapaCall,Delivery,20.98,1.26,0,2
541,18,16.45,37.467,24.033,PapaCall,Delivery,22.16,1.33,0,0
541,5166,9.517,22.55,18.633,PapaCall,Delivery,21.58,1.05,4.1,2.78
541,5166,27.65,50.467,37.15,PapaCall,Delivery,69.25,3.39,12.78,0
541,5166,4.383,,15.783,PapaCall,Delivery,24.66,1.48,0,3.92
541,88,27.05,51.033,38.333,PapaCall,Delivery,24.46,1.47,0,0
541,88,3.55,35.117,20.533,PapaCall,Delivery,33.53,2.01,0,3
541,18,9,,17.117,PapaCall,Delivery,22.07,1.14,3.1,3.02
541,88,-0.017,,7.833,In Person,Carryout,11.09,0.67,0,0
541,5166,0,,15.45,In Person,Carryout,19.79,1.19,0,3.14
541,5166,-0.017,,8.583,In Person,Carryout,25.48,1.53,0,2.7
541,88,0,,7.5,In Person,Carryout,37.58,2.25,0,0
541,88,-0.017,,9.983,In Person,Carryout,22.38,1.34,0,2.37
541,88,-0.017,,9.217,In Person,Carryout,19.08,1.14,0,0
541,18,-0.017,,7.15,In Person,Carryout,22.18,1.33,0,0
541,5166,-0.017,,18.433,In Person,Carryout,19.58,0.78,6.6,1.37
541,88,0,,8.633,In Person,Carryout,29.46,1.77,0,0
541,88,-0.017,,6.683,In Person,Carryout,34.58,2.07,0,0
541,88,,,0,In Person,Carryout,2.99,0.18,0,0
541,5166,-0.017,,16.517,In Person,Carryout,8.49,0.38,2.12,1.01
541,18,,,0,In Person,Carryout,3.69,0.11,1.85,0
541,88,-0.017,,13.767,In Person,Carryout,28.18,0.96,12.18,0
541,5166,0,,12.4,In Person,Carryout,14.09,0.48,6.1,1.27
541,88,0,,7.55,In Person,Carryout,14.09,0.48,6.09,0
541,5166,0,,6.85,In Person,Carryout,11.49,0.69,0,0
541,5166,-0.017,,8.633,In Person,Carryout,19.68,0.89,4.92,0
541,88,,,0,In Person,Carryout,2.99,0.09,1.5,0
541,88,,,0,In Person,Carryout,2.99,0.18,0,0
541,5166,-0.017,,7.217,In Person,Carryout,9.98,0.6,0,1.05
541,18,,,0,In Person,Carryout,1.99,0.12,0,0
541,18,,,0,In Person,Carryout,3.69,0.11,1.85,0
541,18,,,0,In Person,Carryout,7.97,0.15,3.99,0
541,5166,0,,8.1,In Person,Carryout,26.98,1.62,0,0
541,88,21.917,,28.45,Uber Eats,Delivery,10.17,0,0,0
541,18,61.833,,70.033,Uber Eats,Delivery,18.48,0,0,0
541,5166,54.633,,67.017,Uber Eats,Delivery,28.27,0,0,0
541,88,38.933,,46.417,Uber Eats,Delivery,17.87,0,0,0
541,88,64.167,,75.45,Mobile Web,Carryout,28.18,0.96,12.2,0
541,5166,5.467,,19.833,Mobile Web,Carryout,14.09,0.48,6.1,1.83
541,18,4.95,,11.5,Mobile Web,Carryout,15.27,0.55,6.1,0
541,5166,21.967,,32.733,Mobile Web,Carryout,76.46,3.17,23.6,0
541,18,10.167,,20.3,Mobile Web,Carryout,14.09,0.48,6.1,0
541,88,115.6,,123.05,Mobile Web,Carryout,20.76,0.85,6.6,0
541,88,217.7,,223.967,Mobile Web,Carryout,14.09,0.48,6.1,2.44
541,5166,73.083,,93.483,Mobile Web,Carryout,35.38,1.74,6.39,0
541,88,240.05,,247.817,Mobile Web,Carryout,28.18,0.96,12.2,0
541,5166,19.9,,30.35,Mobile Web,Carryout,31.18,1.47,6.62,0
541,18,26.033,,45.033,Mobile Web,Carryout,34.73,1.56,8.68,0
541,5166,7.8,,16.467,Mobile Web,Carryout,6.99,0.31,1.75,0
541,88,232.667,,240.25,Mobile Web,Carryout,25.38,1.14,6.35,5.08
541,5166,7.783,,21.633,Mobile Web,Carryout,11.77,0.71,0,0
541,5166,6.733,,17.767,Mobile Web,Carryout,19.58,0.78,6.6,0
541,18,0,,12.933,Mobile Web,Carryout,51.05,1.68,23.09,0
541,88,97.083,,107.2,Mobile Web,Carryout,14.09,0.48,6.1,0
541,5166,5.283,,21.6,Mobile Web,Carryout,16.22,0.66,5.15,0
541,5166,115.1,,122.7,Mobile Web,Carryout,14.09,0.48,6.1,1.83
541,88,2.45,,9.45,Mobile Web,Carryout,49.47,1.87,18.3,0
541,18,104.15,,116.733,Mobile Web,Carryout,61.25,2.76,15.31,0
541,88,76.033,,86.55,Mobile Web,Carryout,15.99,0.59,6.1,0
541,18,14.25,,25.217,Mobile Web,Carryout,34.14,1.69,5.94,0
541,5166,8.483,,16.383,Mobile Web,Carryout,32.07,1.35,9.5,0
541,88,36.15,,43.667,Mobile Web,Carryout,28.77,0.99,12.2,0
541,88,161.05,,168.15,Mobile Web,Carryout,15.89,0.95,0,3.18
541,5166,9.683,,17.667,Mobile Web,Carryout,60.16,2.15,24.4,0
541,88,37.9,,49.183,Mobile Web,Carryout,32.16,1.53,6.6,0
541,5166,6.617,,18.267,Mobile Web,Carryout,14.36,0.65,3.59,0
541,18,24.567,,32.983,Mobile Web,Carryout,31.18,1.14,12.2,0
541,18,22.867,,29.233,Mobile Web,Carryout,14.09,0.48,6.1,0
541,18,8.917,,21.583,Mobile Web,Carryout,26.37,1.26,5.4,0
541,88,126.933,,133.4,Mobile Web,Carryout,29.95,1.07,12.2,0
541,5166,35.267,69.567,45.367,Mobile Web,Delivery,33.41,1.61,6.52,5.97
541,5166,2.933,37.6,10.967,Mobile Web,Delivery,25.86,1.36,3.1,0
541,5166,17.3,59.95,30.783,Mobile Web,Delivery,39.36,2.18,3.1,5.23
541,5166,23.483,,30.75,Mobile Web,Delivery,16.76,1.01,0,5
541,5166,2.3,29.183,11.2,Mobile Web,Delivery,22.57,1.08,4.52,4.52
541,88,5.383,34.267,14.583,Mobile Web,Delivery,42.96,2.07,8.5,5.46
541,88,3.967,30.317,15.15,Mobile Web,Delivery,78.62,3.81,15.1,14.09
541,88,6.717,30.2,14.833,Mobile Web,Delivery,22.08,0.73,10,3.42
541,18,2.833,17.733,10.35,Mobile Web,Delivery,21.12,1.03,4.03,0
541,88,5.517,34.733,23.483,Mobile Web,Delivery,56.35,2.61,12.84,7.7
541,5166,2.583,30.083,17.067,Mobile Web,Delivery,20.86,1.14,1.8,3.27
541,88,7.867,29.6,16.617,Mobile Web,Delivery,29.95,1.8,0,8
541,88,7.983,25.933,18.483,Mobile Web,Delivery,28.77,1.33,6.6,4.44
541,88,1.6,18.717,10.383,Mobile Web,Delivery,69.75,3.21,16.19,9.71
541,5166,2.933,,17.95,Mobile Web,Delivery,24.66,0.69,13.1,2.74
541,88,13.183,29.633,21.4,Mobile Web,Delivery,41.16,2.04,7.23,5.43
541,88,5.883,27.5,17.517,Mobile Web,Delivery,35.44,1.61,8.7,5.45
541,88,5,,18.383,Mobile Web,Delivery,39.46,2.07,5,3
541,5166,8.75,34.233,17.033,Mobile Web,Delivery,23.37,1.4,0,0
541,5166,5.55,19.583,14.25,Mobile Web,Delivery,47.99,1.85,17.1,6.52
541,88,1.233,14.567,8.533,Mobile Web,Delivery,27.85,1.33,5.72,3.43
541,5166,4.45,29.217,24.133,Mobile Web,Delivery,42.35,2.04,8.3,7.57
541,18,8.217,37.6,18.683,Mobile Web,Delivery,42.71,2.13,7.2,5.04
541,18,2.417,21.817,11.75,Mobile Web,Delivery,22.08,1.08,4.1,2.56
541,18,4.917,24.25,12.7,Mobile Web,Delivery,29.56,1.44,5.6,2
541,18,3.817,23.183,12.933,Mobile Web,Delivery,60.97,3.47,3.1,0
541,88,12.8,32.1,20.9,Mobile Web,Delivery,20.98,1.02,4,2.4
541,18,22.75,42.217,31.333,Mobile Web,Delivery,18.47,1.08,0.5,0
541,18,0.567,18.55,9.65,Mobile Web,Delivery,47.75,2.07,13.2,0
541,18,1.617,26.7,12.067,Mobile Web,Delivery,37.45,2.07,3,3
541,18,4.917,27.5,14.95,Mobile Web,Delivery,43.99,2.14,8.29,0
541,18,7.683,33.75,22.25,Mobile Web,Delivery,61.32,2.83,14.1,6
541,18,12.417,,22.117,Mobile Web,Delivery,26.77,1.33,4.6,3.03
541,18,10.267,26,18.35,Mobile Web,Delivery,22.08,1.08,4.1,4.27
541,18,3.9,,11.283,Mobile Web,Delivery,35.14,1.73,6.4,0
541,18,0.233,19.85,9.4,Mobile Web,Delivery,25.77,1.3,4.16,3.12
541,18,5.633,,13.917,Mobile Web,Delivery,25.88,1.55,0,5
541,18,2.333,28.35,9.717,Mobile Web,Delivery,20.03,1.26,-0.95,2.4
541,18,1.433,18.417,9.433,Mobile Web,Delivery,33.17,1.57,7.05,0
541,18,0.767,18.05,12.183,Mobile Web,Delivery,24.96,1.17,5.4,0
541,18,2,20.417,9.683,Mobile Web,Delivery,42.35,1.97,9.5,5.12
541,5166,9.533,29.083,21.5,Mobile Web,Delivery,57.66,2.58,14.69,0
541,5166,6.083,32.033,25.867,Mobile Web,Delivery,52.85,3.11,1.09,0
541,5166,2.533,25.617,17.3,Mobile Web,Delivery,38.05,1.9,6.39,6.33
541,5166,6.217,30.233,22.467,Mobile Web,Delivery,20.48,1.04,3.1,0
541,5166,1.233,27.417,18.55,Mobile Web,Delivery,61.52,2.63,17.7,6
541,5166,5.833,37.75,29.833,Mobile Web,Delivery,101.72,4.1,33.4,22.31
541,5166,11.033,35.75,20.667,Mobile Web,Delivery,34.94,2.1,0,0
541,5166,16.583,44.85,30.3,Mobile Web,Delivery,60.69,2.8,14.1,5.55
541,88,3.583,36.117,17.05,Mobile Web,Delivery,45.04,2.01,11.5,5.53
541,88,11.167,34.45,21.55,Mobile Web,Delivery,38.77,1.1,20.5,0
541,88,4.65,18.1,12.4,Tablet Web,Delivery,47.29,2.26,9.7,0
541,18,8.7,,17.833,Desktop Web,Carryout,17.09,1.03,0,1.5
541,5166,54.8,,65.1,Desktop Web,Carryout,18.29,0.88,3.66,0
541,5166,6.733,,16.617,Desktop Web,Carryout,36.47,1.33,14.27,0
541,18,59.65,,67.783,Desktop Web,Carryout,24.05,0.63,13.51,0
541,5166,91.067,,99.267,Desktop Web,Carryout,37.27,1.55,11.5,0
541,88,139.667,,151.067,Desktop Web,Carryout,48.12,2.13,12.7,0
541,18,4.6,,11.333,Desktop Web,Carryout,30.37,1.46,6.1,2
541,88,8.25,,16.083,Desktop Web,Carryout,34.87,1.53,9.4,0
541,18,29.817,,40.75,Desktop Web,Carryout,28.47,1.71,0,0
541,5166,83.517,,91.817,Desktop Web,Carryout,39.77,1.05,22.2,12
541,88,25.867,,35.617,Desktop Web,Carryout,20.99,0.94,5.25,3.15
541,5166,37.583,,48.2,Desktop Web,Carryout,34.28,1.56,8.29,4.57
541,5166,189.833,,198.433,Desktop Web,Carryout,31.18,1.14,12.2,0
541,88,9.017,,21.067,Desktop Web,Carryout,24.88,0.67,13.72,0
541,88,6.817,25.567,12.95,Desktop Web,Delivery,39.86,1.89,8.29,6.21
541,5166,6.217,17.25,13.383,Desktop Web,Delivery,18.58,0.93,3.1,16.41
541,88,11.133,46.483,29.283,Desktop Web,Delivery,89.02,3.64,28.41,10
541,5166,24.217,41.367,35.767,Desktop Web,Delivery,18.58,0.93,3.1,1.83
541,5166,17.167,35.917,27.7,Desktop Web,Delivery,21.58,1.11,3.1,6
541,5166,0.833,37.583,14.783,Desktop Web,Delivery,20.47,0.99,4,2.4
541,88,0.25,,8.35,Desktop Web,Delivery,29.27,1.39,6.07,3.64
541,88,4.033,30.417,11,Desktop Web,Delivery,19.08,0.98,2.82,2.11
541,18,3.733,,10.733,Desktop Web,Delivery,124.37,6.27,19.88,10
541,18,5.65,25.967,15.35,Desktop Web,Delivery,19.97,1.17,0.5,0
541,18,1.183,19.583,9.233,Desktop Web,Delivery,30.37,1.51,5.17,3.81
